#OTU-ID	Description	Env	SourceSink	Study	Details
A6417	Free-living	Water-non-saline	source	EMP	EMP
A6420	Free-living	Water-non-saline	source	EMP	EMP
A6442	Free-living	Water-non-saline	source	EMP	EMP
A6455	Free-living	Water-non-saline	source	EMP	EMP
A6456	Free-living	Water-non-saline	source	EMP	EMP
A6474	Free-living	Water-non-saline	source	EMP	EMP
A6481	Free-living	Water-non-saline	source	EMP	EMP
A6513	Free-living	Water-non-saline	source	EMP	EMP
A6517	Free-living	Water-non-saline	source	EMP	EMP
A6527	Free-living	Water-non-saline	source	EMP	EMP
A6531	Free-living	Water-non-saline	source	EMP	EMP
A6560	Free-living	Water-non-saline	source	EMP	EMP
A6561	Free-living	Water-non-saline	source	EMP	EMP
A6562	Free-living	Water-non-saline	source	EMP	EMP
A6573	Free-living	Water-non-saline	source	EMP	EMP
A6600	Free-living	Water-non-saline	source	EMP	EMP
A6620	Free-living	Water-non-saline	source	EMP	EMP
A6642	Free-living	Water-non-saline	source	EMP	EMP
A6648	Free-living	Water-non-saline	source	EMP	EMP
A6675	Free-living	Water-non-saline	source	EMP	EMP
A6680	Free-living	Water-non-saline	source	EMP	EMP
A6686	Free-living	Water-non-saline	source	EMP	EMP
A6742	Free-living	Water-non-saline	source	EMP	EMP
A6744	Free-living	Water-non-saline	source	EMP	EMP
A6745	Free-living	Water-non-saline	source	EMP	EMP
A6751	Free-living	Water-non-saline	source	EMP	EMP
A6757	Free-living	Water-non-saline	source	EMP	EMP
A6776	Free-living	Water-non-saline	source	EMP	EMP
A6783	Free-living	Water-non-saline	source	EMP	EMP
A6791	Free-living	Water-non-saline	source	EMP	EMP
A6794	Free-living	Water-non-saline	source	EMP	EMP
A6809	Free-living	Water-non-saline	source	EMP	EMP
A6826	Free-living	Water-non-saline	source	EMP	EMP
A6830	Free-living	Water-non-saline	source	EMP	EMP
A6832	Free-living	Water-non-saline	source	EMP	EMP
A6834	Free-living	Water-non-saline	source	EMP	EMP
A6850	Free-living	Water-non-saline	source	EMP	EMP
A6865	Free-living	Water-non-saline	source	EMP	EMP
A6866	Free-living	Water-non-saline	source	EMP	EMP
A6869	Free-living	Water-non-saline	source	EMP	EMP
A6873	Free-living	Water-non-saline	source	EMP	EMP
A6878	Free-living	Water-non-saline	source	EMP	EMP
A6890	Free-living	Water-non-saline	source	EMP	EMP
A6899	Free-living	Water-non-saline	source	EMP	EMP
A6905	Free-living	Water-non-saline	source	EMP	EMP
A6922	Free-living	Water-non-saline	source	EMP	EMP
A6923	Free-living	Water-non-saline	source	EMP	EMP
A6949	Free-living	Water-non-saline	source	EMP	EMP
A6951	Free-living	Water-non-saline	source	EMP	EMP
A6953	Free-living	Water-non-saline	source	EMP	EMP
A6956	Free-living	Water-non-saline	source	EMP	EMP
A6967	Free-living	Water-non-saline	source	EMP	EMP
A6975	Free-living	Water-non-saline	source	EMP	EMP
A6982	Free-living	Water-non-saline	source	EMP	EMP
A6986	Free-living	Water-non-saline	source	EMP	EMP
A7005	Free-living	Water-non-saline	source	EMP	EMP
A7007	Free-living	Water-non-saline	source	EMP	EMP
A7024	Free-living	Water-non-saline	source	EMP	EMP
A7028	Free-living	Water-non-saline	source	EMP	EMP
A7031	Free-living	Water-non-saline	source	EMP	EMP
A7036	Free-living	Water-non-saline	source	EMP	EMP
A7071	Free-living	Water-non-saline	source	EMP	EMP
A7096	Free-living	Water-non-saline	source	EMP	EMP
A7099	Free-living	Water-non-saline	source	EMP	EMP
A7116	Free-living	Water-non-saline	source	EMP	EMP
A7119	Free-living	Water-non-saline	source	EMP	EMP
A7125	Free-living	Water-non-saline	source	EMP	EMP
A7181	Free-living	Water-non-saline	source	EMP	EMP
A7185	Free-living	Water-non-saline	source	EMP	EMP
A7186	Free-living	Water-non-saline	source	EMP	EMP
A7196	Free-living	Water-non-saline	source	EMP	EMP
A7200	Free-living	Water-non-saline	source	EMP	EMP
A7207	Free-living	Water-non-saline	source	EMP	EMP
A7220	Free-living	Water-non-saline	source	EMP	EMP
A7226	Free-living	Water-non-saline	source	EMP	EMP
A7229	Free-living	Water-non-saline	source	EMP	EMP
A7239	Free-living	Water-non-saline	source	EMP	EMP
A7244	Free-living	Water-non-saline	source	EMP	EMP
A7250	Free-living	Water-non-saline	source	EMP	EMP
A7260	Free-living	Water-non-saline	source	EMP	EMP
A7263	Free-living	Water-non-saline	source	EMP	EMP
A7268	Free-living	Water-non-saline	source	EMP	EMP
A7285	Free-living	Water-non-saline	source	EMP	EMP
A7286	Free-living	Water-non-saline	source	EMP	EMP
A7287	Free-living	Water-non-saline	source	EMP	EMP
A7289	Free-living	Water-non-saline	source	EMP	EMP
A7300	Free-living	Water-non-saline	source	EMP	EMP
A7325	Free-living	Water-non-saline	source	EMP	EMP
A7332	Free-living	Water-non-saline	source	EMP	EMP
A7341	Free-living	Water-non-saline	source	EMP	EMP
A7363	Free-living	Water-non-saline	source	EMP	EMP
A7366	Free-living	Water-non-saline	source	EMP	EMP
A7375	Free-living	Water-non-saline	source	EMP	EMP
A7402	Free-living	Water-non-saline	source	EMP	EMP
A7407	Free-living	Water-non-saline	source	EMP	EMP
A7412	Free-living	Water-non-saline	source	EMP	EMP
A7413	Free-living	Water-non-saline	source	EMP	EMP
A7421	Free-living	Water-non-saline	source	EMP	EMP
A7425	Free-living	Water-non-saline	source	EMP	EMP
A7454	Free-living	Water-non-saline	source	EMP	EMP
A7467	Free-living	Water-non-saline	source	EMP	EMP
A7475	Free-living	Water-non-saline	source	EMP	EMP
A7495	Free-living	Water-non-saline	source	EMP	EMP
A7500	Free-living	Water-non-saline	source	EMP	EMP
A7524	Free-living	Water-non-saline	source	EMP	EMP
A7569	Free-living	Water-non-saline	source	EMP	EMP
A7575	Free-living	Water-non-saline	source	EMP	EMP
A7576	Free-living	Water-non-saline	source	EMP	EMP
A7592	Free-living	Water-non-saline	source	EMP	EMP
A7607	Free-living	Water-non-saline	source	EMP	EMP
A7631	Free-living	Water-non-saline	source	EMP	EMP
A7640	Free-living	Water-non-saline	source	EMP	EMP
A7646	Free-living	Water-non-saline	source	EMP	EMP
A7650	Free-living	Water-non-saline	source	EMP	EMP
A7670	Free-living	Water-non-saline	source	EMP	EMP
A7693	Free-living	Water-non-saline	source	EMP	EMP
A7696	Free-living	Water-non-saline	source	EMP	EMP
A7735	Free-living	Water-non-saline	source	EMP	EMP
A7738	Free-living	Water-non-saline	source	EMP	EMP
A7741	Free-living	Water-non-saline	source	EMP	EMP
A7755	Free-living	Water-non-saline	source	EMP	EMP
A7783	Free-living	Water-non-saline	source	EMP	EMP
A7799	Free-living	Water-non-saline	source	EMP	EMP
A7816	Free-living	Water-non-saline	source	EMP	EMP
A7829	Free-living	Water-non-saline	source	EMP	EMP
A7831	Free-living	Water-non-saline	source	EMP	EMP
A7832	Free-living	Water-non-saline	source	EMP	EMP
A7835	Free-living	Water-non-saline	source	EMP	EMP
A7841	Free-living	Water-non-saline	source	EMP	EMP
A7876	Free-living	Water-non-saline	source	EMP	EMP
A7882	Free-living	Water-non-saline	source	EMP	EMP
A7883	Free-living	Water-non-saline	source	EMP	EMP
A7898	Free-living	Water-non-saline	source	EMP	EMP
A7919	Free-living	Water-non-saline	source	EMP	EMP
A7932	Free-living	Water-non-saline	source	EMP	EMP
A7936	Free-living	Water-non-saline	source	EMP	EMP
A7939	Free-living	Water-non-saline	source	EMP	EMP
A7953	Free-living	Water-non-saline	source	EMP	EMP
A7968	Free-living	Water-non-saline	source	EMP	EMP
A7985	Free-living	Water-non-saline	source	EMP	EMP
A7989	Free-living	Water-non-saline	source	EMP	EMP
A8001	Free-living	Water-non-saline	source	EMP	EMP
A8003	Free-living	Water-non-saline	source	EMP	EMP
A8009	Free-living	Water-non-saline	source	EMP	EMP
A8028	Free-living	Water-non-saline	source	EMP	EMP
A8043	Free-living	Water-non-saline	source	EMP	EMP
A8053	Free-living	Water-non-saline	source	EMP	EMP
A8063	Free-living	Water-non-saline	source	EMP	EMP
A8069	Free-living	Water-non-saline	source	EMP	EMP
A8078	Free-living	Water-non-saline	source	EMP	EMP
A8084	Free-living	Water-non-saline	source	EMP	EMP
A8085	Free-living	Water-non-saline	source	EMP	EMP
A8093	Free-living	Water-non-saline	source	EMP	EMP
A8109	Free-living	Water-non-saline	source	EMP	EMP
A8111	Free-living	Water-non-saline	source	EMP	EMP
A8125	Free-living	Water-non-saline	source	EMP	EMP
A8154	Free-living	Water-non-saline	source	EMP	EMP
A8161	Free-living	Water-non-saline	source	EMP	EMP
A8179	Free-living	Water-non-saline	source	EMP	EMP
A8189	Free-living	Water-non-saline	source	EMP	EMP
A8199	Free-living	Water-non-saline	source	EMP	EMP
A8206	Free-living	Water-non-saline	source	EMP	EMP
A8210	Free-living	Water-non-saline	source	EMP	EMP
A8211	Free-living	Water-non-saline	source	EMP	EMP
A8215	Free-living	Water-non-saline	source	EMP	EMP
A8217	Free-living	Water-non-saline	source	EMP	EMP
A8218	Free-living	Water-non-saline	source	EMP	EMP
A8223	Free-living	Water-non-saline	source	EMP	EMP
A8241	Free-living	Water-non-saline	source	EMP	EMP
A8255	Free-living	Water-non-saline	source	EMP	EMP
A8274	Free-living	Water-non-saline	source	EMP	EMP
A8277	Free-living	Water-non-saline	source	EMP	EMP
A8312	Free-living	Water-non-saline	source	EMP	EMP
A8322	Free-living	Water-non-saline	source	EMP	EMP
A8340	Free-living	Water-non-saline	source	EMP	EMP
A8345	Free-living	Water-non-saline	source	EMP	EMP
A8351	Free-living	Water-non-saline	source	EMP	EMP
A8354	Free-living	Water-non-saline	source	EMP	EMP
A8367	Free-living	Water-non-saline	source	EMP	EMP
A8370	Free-living	Water-non-saline	source	EMP	EMP
A8378	Free-living	Water-non-saline	source	EMP	EMP
A8380	Free-living	Water-non-saline	source	EMP	EMP
A8408	Free-living	Water-non-saline	source	EMP	EMP
A8411	Free-living	Water-non-saline	source	EMP	EMP
A8414	Free-living	Water-non-saline	source	EMP	EMP
A8429	Free-living	Water-non-saline	source	EMP	EMP
A8430	Free-living	Water-non-saline	source	EMP	EMP
A8473	Free-living	Water-non-saline	source	EMP	EMP
A8489	Free-living	Water-non-saline	source	EMP	EMP
A8492	Free-living	Water-non-saline	source	EMP	EMP
A8534	Free-living	Water-non-saline	source	EMP	EMP
A8535	Free-living	Water-non-saline	source	EMP	EMP
A8537	Free-living	Water-non-saline	source	EMP	EMP
A8549	Free-living	Water-non-saline	source	EMP	EMP
A8551	Free-living	Water-non-saline	source	EMP	EMP
A8554	Free-living	Water-non-saline	source	EMP	EMP
A8572	Free-living	Water-non-saline	source	EMP	EMP
A8575	Free-living	Water-non-saline	source	EMP	EMP
A8581	Free-living	Water-non-saline	source	EMP	EMP
A8595	Free-living	Water-non-saline	source	EMP	EMP
A8601	Free-living	Water-non-saline	source	EMP	EMP
A8605	Free-living	Water-non-saline	source	EMP	EMP
A8608	Free-living	Water-non-saline	source	EMP	EMP
A8614	Free-living	Water-non-saline	source	EMP	EMP
A8618	Free-living	Water-non-saline	source	EMP	EMP
A8619	Free-living	Water-non-saline	source	EMP	EMP
A8622	Free-living	Water-non-saline	source	EMP	EMP
A8646	Free-living	Water-non-saline	source	EMP	EMP
A8647	Free-living	Water-non-saline	source	EMP	EMP
A8653	Free-living	Water-non-saline	source	EMP	EMP
A8661	Free-living	Water-non-saline	source	EMP	EMP
A8671	Free-living	Water-non-saline	source	EMP	EMP
A8676	Free-living	Water-non-saline	source	EMP	EMP
A8677	Free-living	Water-non-saline	source	EMP	EMP
A8679	Free-living	Water-non-saline	source	EMP	EMP
A8701	Free-living	Water-non-saline	source	EMP	EMP
A8702	Free-living	Water-non-saline	source	EMP	EMP
A8704	Free-living	Water-non-saline	source	EMP	EMP
A8709	Free-living	Water-non-saline	source	EMP	EMP
A8721	Free-living	Water-non-saline	source	EMP	EMP
A8722	Free-living	Water-non-saline	source	EMP	EMP
A8762	Free-living	Water-non-saline	source	EMP	EMP
A8764	Free-living	Water-non-saline	source	EMP	EMP
A8768	Free-living	Water-non-saline	source	EMP	EMP
A8771	Free-living	Water-non-saline	source	EMP	EMP
A8773	Free-living	Water-non-saline	source	EMP	EMP
A8777	Free-living	Water-non-saline	source	EMP	EMP
A8795	Free-living	Water-non-saline	source	EMP	EMP
A8801	Free-living	Water-non-saline	source	EMP	EMP
A8808	Free-living	Water-non-saline	source	EMP	EMP
A8813	Free-living	Water-non-saline	source	EMP	EMP
A8816	Free-living	Water-non-saline	source	EMP	EMP
A8827	Free-living	Water-non-saline	source	EMP	EMP
A8854	Free-living	Water-non-saline	source	EMP	EMP
A8872	Free-living	Water-non-saline	source	EMP	EMP
A8892	Free-living	Water-non-saline	source	EMP	EMP
A8893	Free-living	Water-non-saline	source	EMP	EMP
A8924	Free-living	Water-non-saline	source	EMP	EMP
A8933	Free-living	Water-non-saline	source	EMP	EMP
A8951	Free-living	Water-non-saline	source	EMP	EMP
A8961	Free-living	Water-non-saline	source	EMP	EMP
A8987	Free-living	Water-non-saline	source	EMP	EMP
A9003	Free-living	Water-non-saline	source	EMP	EMP
A9005	Free-living	Water-non-saline	source	EMP	EMP
A9009	Free-living	Water-non-saline	source	EMP	EMP
A9023	Free-living	Water-non-saline	source	EMP	EMP
A9032	Free-living	Water-non-saline	source	EMP	EMP
A9042	Free-living	Water-non-saline	source	EMP	EMP
A9046	Free-living	Water-non-saline	source	EMP	EMP
A9047	Free-living	Water-non-saline	source	EMP	EMP
A9079	Free-living	Water-non-saline	source	EMP	EMP
A9098	Free-living	Water-non-saline	source	EMP	EMP
A9102	Free-living	Water-non-saline	source	EMP	EMP
A9113	Free-living	Water-non-saline	source	EMP	EMP
A9123	Free-living	Water-non-saline	source	EMP	EMP
A9142	Free-living	Water-non-saline	source	EMP	EMP
A9151	Free-living	Water-non-saline	source	EMP	EMP
A9152	Free-living	Water-non-saline	source	EMP	EMP
A9156	Free-living	Water-non-saline	source	EMP	EMP
A9160	Free-living	Water-non-saline	source	EMP	EMP
A9208	Free-living	Water-non-saline	source	EMP	EMP
A9219	Free-living	Water-non-saline	source	EMP	EMP
A9247	Free-living	Water-non-saline	source	EMP	EMP
A9257	Free-living	Water-non-saline	source	EMP	EMP
A9262	Free-living	Water-non-saline	source	EMP	EMP
A9265	Free-living	Water-non-saline	source	EMP	EMP
A9269	Free-living	Water-non-saline	source	EMP	EMP
A9277	Free-living	Water-non-saline	source	EMP	EMP
A9280	Free-living	Water-non-saline	source	EMP	EMP
A9288	Free-living	Water-non-saline	source	EMP	EMP
A9298	Free-living	Water-non-saline	source	EMP	EMP
A9301	Free-living	Water-non-saline	source	EMP	EMP
A9306	Free-living	Water-non-saline	source	EMP	EMP
A9317	Free-living	Water-non-saline	source	EMP	EMP
A9328	Free-living	Water-non-saline	source	EMP	EMP
A9334	Free-living	Water-non-saline	source	EMP	EMP
A9362	Free-living	Water-non-saline	source	EMP	EMP
A9371	Free-living	Water-non-saline	source	EMP	EMP
A9378	Free-living	Water-non-saline	source	EMP	EMP
A9385	Free-living	Water-non-saline	source	EMP	EMP
A9395	Free-living	Water-non-saline	source	EMP	EMP
A9435	Free-living	Water-non-saline	source	EMP	EMP
A9438	Free-living	Water-non-saline	source	EMP	EMP
A9441	Free-living	Water-non-saline	source	EMP	EMP
A9453	Free-living	Water-non-saline	source	EMP	EMP
A9454	Free-living	Water-non-saline	source	EMP	EMP
A9457	Free-living	Water-non-saline	source	EMP	EMP
A9465	Free-living	Water-non-saline	source	EMP	EMP
A9487	Free-living	Water-non-saline	source	EMP	EMP
A9513	Free-living	Water-non-saline	source	EMP	EMP
A9515	Free-living	Water-non-saline	source	EMP	EMP
A9520	Free-living	Water-non-saline	source	EMP	EMP
A9531	Free-living	Water-non-saline	source	EMP	EMP
A9549	Free-living	Water-non-saline	source	EMP	EMP
A9555	Free-living	Water-non-saline	source	EMP	EMP
A9562	Free-living	Water-non-saline	source	EMP	EMP
A9572	Free-living	Water-non-saline	source	EMP	EMP
A9580	Free-living	Water-non-saline	source	EMP	EMP
A9581	Free-living	Water-non-saline	source	EMP	EMP
A9588	Free-living	Water-non-saline	source	EMP	EMP
A9610	Free-living	Water-non-saline	source	EMP	EMP
A9624	Free-living	Water-non-saline	source	EMP	EMP
A9634	Free-living	Water-non-saline	source	EMP	EMP
A9635	Free-living	Water-non-saline	source	EMP	EMP
A9650	Free-living	Water-non-saline	source	EMP	EMP
A9657	Free-living	Water-non-saline	source	EMP	EMP
A9661	Free-living	Water-non-saline	source	EMP	EMP
A9695	Free-living	Water-non-saline	source	EMP	EMP
A9716	Free-living	Water-non-saline	source	EMP	EMP
A9719	Free-living	Water-non-saline	source	EMP	EMP
A9742	Free-living	Water-non-saline	source	EMP	EMP
A9749	Free-living	Water-non-saline	source	EMP	EMP
A9801	Free-living	Water-non-saline	source	EMP	EMP
A9802	Free-living	Water-non-saline	source	EMP	EMP
A9804	Free-living	Water-non-saline	source	EMP	EMP
A9809	Free-living	Water-non-saline	source	EMP	EMP
A9810	Free-living	Water-non-saline	source	EMP	EMP
A9817	Free-living	Water-non-saline	source	EMP	EMP
A9834	Free-living	Water-non-saline	source	EMP	EMP
A9844	Free-living	Water-non-saline	source	EMP	EMP
A9850	Free-living	Water-non-saline	source	EMP	EMP
A9851	Free-living	Water-non-saline	source	EMP	EMP
A9860	Free-living	Water-non-saline	source	EMP	EMP
A9869	Free-living	Water-non-saline	source	EMP	EMP
A9870	Free-living	Water-non-saline	source	EMP	EMP
A9873	Free-living	Water-non-saline	source	EMP	EMP
A9909	Free-living	Water-non-saline	source	EMP	EMP
A9924	Free-living	Water-non-saline	source	EMP	EMP
A9927	Free-living	Water-non-saline	source	EMP	EMP
A9932	Free-living	Water-non-saline	source	EMP	EMP
A9957	Free-living	Water-non-saline	source	EMP	EMP
A9960	Free-living	Water-non-saline	source	EMP	EMP
A9964	Free-living	Water-non-saline	source	EMP	EMP
A9965	Free-living	Water-non-saline	source	EMP	EMP
A9982	Free-living	Water-non-saline	source	EMP	EMP
A9994	Free-living	Water-non-saline	source	EMP	EMP
A18	Free-living	Water-saline	source	EMP	EMP
A24	Free-living	Water-saline	source	EMP	EMP
A67	Free-living	Water-saline	source	EMP	EMP
A72	Free-living	Water-saline	source	EMP	EMP
A79	Free-living	Water-saline	source	EMP	EMP
A84	Free-living	Water-saline	source	EMP	EMP
A91	Free-living	Water-saline	source	EMP	EMP
A93	Free-living	Water-saline	source	EMP	EMP
A127	Free-living	Water-saline	source	EMP	EMP
A139	Free-living	Water-saline	source	EMP	EMP
A153	Free-living	Water-saline	source	EMP	EMP
A159	Free-living	Water-saline	source	EMP	EMP
A216	Free-living	Water-saline	source	EMP	EMP
A251	Free-living	Water-saline	source	EMP	EMP
A258	Free-living	Water-saline	source	EMP	EMP
A265	Free-living	Water-saline	source	EMP	EMP
A286	Free-living	Water-saline	source	EMP	EMP
A292	Free-living	Water-saline	source	EMP	EMP
A296	Free-living	Water-saline	source	EMP	EMP
A322	Free-living	Water-saline	source	EMP	EMP
A327	Free-living	Water-saline	source	EMP	EMP
A401	Free-living	Water-saline	source	EMP	EMP
A411	Free-living	Water-saline	source	EMP	EMP
A415	Free-living	Water-saline	source	EMP	EMP
A416	Free-living	Water-saline	source	EMP	EMP
A419	Free-living	Water-saline	source	EMP	EMP
A447	Free-living	Water-saline	source	EMP	EMP
A452	Free-living	Water-saline	source	EMP	EMP
A453	Free-living	Water-saline	source	EMP	EMP
A476	Free-living	Water-saline	source	EMP	EMP
A477	Free-living	Water-saline	source	EMP	EMP
A486	Free-living	Water-saline	source	EMP	EMP
A527	Free-living	Water-saline	source	EMP	EMP
A540	Free-living	Water-saline	source	EMP	EMP
A554	Free-living	Water-saline	source	EMP	EMP
A576	Free-living	Water-saline	source	EMP	EMP
A591	Free-living	Water-saline	source	EMP	EMP
A595	Free-living	Water-saline	source	EMP	EMP
A597	Free-living	Water-saline	source	EMP	EMP
A602	Free-living	Water-saline	source	EMP	EMP
A620	Free-living	Water-saline	source	EMP	EMP
A642	Free-living	Water-saline	source	EMP	EMP
A645	Free-living	Water-saline	source	EMP	EMP
A653	Free-living	Water-saline	source	EMP	EMP
A665	Free-living	Water-saline	source	EMP	EMP
A694	Free-living	Water-saline	source	EMP	EMP
A697	Free-living	Water-saline	source	EMP	EMP
A698	Free-living	Water-saline	source	EMP	EMP
A700	Free-living	Water-saline	source	EMP	EMP
A715	Free-living	Water-saline	source	EMP	EMP
A727	Free-living	Water-saline	source	EMP	EMP
A733	Free-living	Water-saline	source	EMP	EMP
A740	Free-living	Water-saline	source	EMP	EMP
A750	Free-living	Water-saline	source	EMP	EMP
A754	Free-living	Water-saline	source	EMP	EMP
A760	Free-living	Water-saline	source	EMP	EMP
A770	Free-living	Water-saline	source	EMP	EMP
A798	Free-living	Water-saline	source	EMP	EMP
A811	Free-living	Water-saline	source	EMP	EMP
A821	Free-living	Water-saline	source	EMP	EMP
A835	Free-living	Water-saline	source	EMP	EMP
A845	Free-living	Water-saline	source	EMP	EMP
A860	Free-living	Water-saline	source	EMP	EMP
A882	Free-living	Water-saline	source	EMP	EMP
A904	Free-living	Water-saline	source	EMP	EMP
A910	Free-living	Water-saline	source	EMP	EMP
A922	Free-living	Water-saline	source	EMP	EMP
A933	Free-living	Water-saline	source	EMP	EMP
A935	Free-living	Water-saline	source	EMP	EMP
A971	Free-living	Water-saline	source	EMP	EMP
A972	Free-living	Water-saline	source	EMP	EMP
A974	Free-living	Water-saline	source	EMP	EMP
A975	Free-living	Water-saline	source	EMP	EMP
A979	Free-living	Water-saline	source	EMP	EMP
A982	Free-living	Water-saline	source	EMP	EMP
A1003	Free-living	Water-saline	source	EMP	EMP
A1008	Free-living	Water-saline	source	EMP	EMP
A1035	Free-living	Water-saline	source	EMP	EMP
A1114	Free-living	Water-saline	source	EMP	EMP
A1123	Free-living	Water-saline	source	EMP	EMP
A1138	Free-living	Water-saline	source	EMP	EMP
A1170	Free-living	Water-saline	source	EMP	EMP
A1184	Free-living	Water-saline	source	EMP	EMP
A1185	Free-living	Water-saline	source	EMP	EMP
A1196	Free-living	Water-saline	source	EMP	EMP
A1211	Free-living	Water-saline	source	EMP	EMP
A1216	Free-living	Water-saline	source	EMP	EMP
A1225	Free-living	Water-saline	source	EMP	EMP
A1228	Free-living	Water-saline	source	EMP	EMP
A1254	Free-living	Water-saline	source	EMP	EMP
A1255	Free-living	Water-saline	source	EMP	EMP
A1257	Free-living	Water-saline	source	EMP	EMP
A1271	Free-living	Water-saline	source	EMP	EMP
A1277	Free-living	Water-saline	source	EMP	EMP
A1303	Free-living	Water-saline	source	EMP	EMP
A1315	Free-living	Water-saline	source	EMP	EMP
A1349	Free-living	Water-saline	source	EMP	EMP
A1361	Free-living	Water-saline	source	EMP	EMP
A1371	Free-living	Water-saline	source	EMP	EMP
A1414	Free-living	Water-saline	source	EMP	EMP
A1424	Free-living	Water-saline	source	EMP	EMP
A1426	Free-living	Water-saline	source	EMP	EMP
A1432	Free-living	Water-saline	source	EMP	EMP
A1468	Free-living	Water-saline	source	EMP	EMP
A1484	Free-living	Water-saline	source	EMP	EMP
A1489	Free-living	Water-saline	source	EMP	EMP
A1505	Free-living	Water-saline	source	EMP	EMP
A1542	Free-living	Water-saline	source	EMP	EMP
A1545	Free-living	Water-saline	source	EMP	EMP
A1546	Free-living	Water-saline	source	EMP	EMP
A1565	Free-living	Water-saline	source	EMP	EMP
A1608	Free-living	Water-saline	source	EMP	EMP
A1610	Free-living	Water-saline	source	EMP	EMP
A1618	Free-living	Water-saline	source	EMP	EMP
A1626	Free-living	Water-saline	source	EMP	EMP
A1644	Free-living	Water-saline	source	EMP	EMP
A1660	Free-living	Water-saline	source	EMP	EMP
A1682	Free-living	Water-saline	source	EMP	EMP
A1768	Free-living	Water-saline	source	EMP	EMP
A1785	Free-living	Water-saline	source	EMP	EMP
A1817	Free-living	Water-saline	source	EMP	EMP
A1826	Free-living	Water-saline	source	EMP	EMP
A1828	Free-living	Water-saline	source	EMP	EMP
A1841	Free-living	Water-saline	source	EMP	EMP
A1874	Free-living	Water-saline	source	EMP	EMP
A1893	Free-living	Water-saline	source	EMP	EMP
A1926	Free-living	Water-saline	source	EMP	EMP
A1959	Free-living	Water-saline	source	EMP	EMP
A1963	Free-living	Water-saline	source	EMP	EMP
A1979	Free-living	Water-saline	source	EMP	EMP
A1990	Free-living	Water-saline	source	EMP	EMP
A2003	Free-living	Water-saline	source	EMP	EMP
A2011	Free-living	Water-saline	source	EMP	EMP
A2022	Free-living	Water-saline	source	EMP	EMP
A2050	Free-living	Water-saline	source	EMP	EMP
A2096	Free-living	Water-saline	source	EMP	EMP
A2099	Free-living	Water-saline	source	EMP	EMP
A2100	Free-living	Water-saline	source	EMP	EMP
A2104	Free-living	Water-saline	source	EMP	EMP
A2107	Free-living	Water-saline	source	EMP	EMP
A2109	Free-living	Water-saline	source	EMP	EMP
A2119	Free-living	Water-saline	source	EMP	EMP
A2147	Free-living	Water-saline	source	EMP	EMP
A2150	Free-living	Water-saline	source	EMP	EMP
A2162	Free-living	Water-saline	source	EMP	EMP
A2207	Free-living	Water-saline	source	EMP	EMP
A2234	Free-living	Water-saline	source	EMP	EMP
A2239	Free-living	Water-saline	source	EMP	EMP
A2283	Free-living	Water-saline	source	EMP	EMP
A2291	Free-living	Water-saline	source	EMP	EMP
A2294	Free-living	Water-saline	source	EMP	EMP
A2310	Free-living	Water-saline	source	EMP	EMP
A2314	Free-living	Water-saline	source	EMP	EMP
A2350	Free-living	Water-saline	source	EMP	EMP
A2356	Free-living	Water-saline	source	EMP	EMP
A2373	Free-living	Water-saline	source	EMP	EMP
A2374	Free-living	Water-saline	source	EMP	EMP
A2386	Free-living	Water-saline	source	EMP	EMP
A2393	Free-living	Water-saline	source	EMP	EMP
A2409	Free-living	Water-saline	source	EMP	EMP
A2415	Free-living	Water-saline	source	EMP	EMP
A2423	Free-living	Water-saline	source	EMP	EMP
A2444	Free-living	Water-saline	source	EMP	EMP
A2454	Free-living	Water-saline	source	EMP	EMP
A2460	Free-living	Water-saline	source	EMP	EMP
A2469	Free-living	Water-saline	source	EMP	EMP
A2504	Free-living	Water-saline	source	EMP	EMP
A2519	Free-living	Water-saline	source	EMP	EMP
A2535	Free-living	Water-saline	source	EMP	EMP
A2563	Free-living	Water-saline	source	EMP	EMP
A2574	Free-living	Water-saline	source	EMP	EMP
A2575	Free-living	Water-saline	source	EMP	EMP
A2593	Free-living	Water-saline	source	EMP	EMP
A2615	Free-living	Water-saline	source	EMP	EMP
A2644	Free-living	Water-saline	source	EMP	EMP
A2645	Free-living	Water-saline	source	EMP	EMP
A2646	Free-living	Water-saline	source	EMP	EMP
A2647	Free-living	Water-saline	source	EMP	EMP
A2656	Free-living	Water-saline	source	EMP	EMP
A2693	Free-living	Water-saline	source	EMP	EMP
A2718	Free-living	Water-saline	source	EMP	EMP
A2732	Free-living	Water-saline	source	EMP	EMP
A2755	Free-living	Water-saline	source	EMP	EMP
A2786	Free-living	Water-saline	source	EMP	EMP
A2800	Free-living	Water-saline	source	EMP	EMP
A2805	Free-living	Water-saline	source	EMP	EMP
A2815	Free-living	Water-saline	source	EMP	EMP
A2826	Free-living	Water-saline	source	EMP	EMP
A2831	Free-living	Water-saline	source	EMP	EMP
A2835	Free-living	Water-saline	source	EMP	EMP
A2840	Free-living	Water-saline	source	EMP	EMP
A2846	Free-living	Water-saline	source	EMP	EMP
A2859	Free-living	Water-saline	source	EMP	EMP
A2861	Free-living	Water-saline	source	EMP	EMP
A2887	Free-living	Water-saline	source	EMP	EMP
A2955	Free-living	Water-saline	source	EMP	EMP
A2963	Free-living	Water-saline	source	EMP	EMP
A2985	Free-living	Water-saline	source	EMP	EMP
A3004	Free-living	Water-saline	source	EMP	EMP
