#OTU-ID	Description	Env	SourceSink	Study	Details
A31	Host-associated	Animal-surface	source	EMP	EMP
A34	Host-associated	Animal-surface	source	EMP	EMP
A38	Host-associated	Animal-surface	source	EMP	EMP
A46	Host-associated	Animal-surface	source	EMP	EMP
A52	Host-associated	Animal-surface	source	EMP	EMP
A54	Host-associated	Animal-surface	source	EMP	EMP
A66	Host-associated	Animal-surface	source	EMP	EMP
A68	Host-associated	Animal-surface	source	EMP	EMP
A71	Host-associated	Animal-surface	source	EMP	EMP
A78	Host-associated	Animal-surface	source	EMP	EMP
A103	Host-associated	Animal-surface	source	EMP	EMP
A121	Host-associated	Animal-surface	source	EMP	EMP
A125	Host-associated	Animal-surface	source	EMP	EMP
A135	Host-associated	Animal-surface	source	EMP	EMP
A136	Host-associated	Animal-surface	source	EMP	EMP
A137	Host-associated	Animal-surface	source	EMP	EMP
A143	Host-associated	Animal-surface	source	EMP	EMP
A165	Host-associated	Animal-surface	source	EMP	EMP
A166	Host-associated	Animal-surface	source	EMP	EMP
A167	Host-associated	Animal-surface	source	EMP	EMP
A179	Host-associated	Animal-surface	source	EMP	EMP
A184	Host-associated	Animal-surface	source	EMP	EMP
A186	Host-associated	Animal-surface	source	EMP	EMP
A206	Host-associated	Animal-surface	source	EMP	EMP
A222	Host-associated	Animal-surface	source	EMP	EMP
A244	Host-associated	Animal-surface	source	EMP	EMP
A264	Host-associated	Animal-surface	source	EMP	EMP
A267	Host-associated	Animal-surface	source	EMP	EMP
A273	Host-associated	Animal-surface	source	EMP	EMP
A283	Host-associated	Animal-surface	source	EMP	EMP
A291	Host-associated	Animal-surface	source	EMP	EMP
A297	Host-associated	Animal-surface	source	EMP	EMP
A328	Host-associated	Animal-surface	source	EMP	EMP
A334	Host-associated	Animal-surface	source	EMP	EMP
A337	Host-associated	Animal-surface	source	EMP	EMP
A341	Host-associated	Animal-surface	source	EMP	EMP
A351	Host-associated	Animal-surface	source	EMP	EMP
A354	Host-associated	Animal-surface	source	EMP	EMP
A357	Host-associated	Animal-surface	source	EMP	EMP
A383	Host-associated	Animal-surface	source	EMP	EMP
A387	Host-associated	Animal-surface	source	EMP	EMP
A412	Host-associated	Animal-surface	source	EMP	EMP
A413	Host-associated	Animal-surface	source	EMP	EMP
A446	Host-associated	Animal-surface	source	EMP	EMP
A455	Host-associated	Animal-surface	source	EMP	EMP
A459	Host-associated	Animal-surface	source	EMP	EMP
A468	Host-associated	Animal-surface	source	EMP	EMP
A471	Host-associated	Animal-surface	source	EMP	EMP
A489	Host-associated	Animal-surface	source	EMP	EMP
A507	Host-associated	Animal-surface	source	EMP	EMP
A521	Host-associated	Animal-surface	source	EMP	EMP
A529	Host-associated	Animal-surface	source	EMP	EMP
A544	Host-associated	Animal-surface	source	EMP	EMP
A557	Host-associated	Animal-surface	source	EMP	EMP
A568	Host-associated	Animal-surface	source	EMP	EMP
A573	Host-associated	Animal-surface	source	EMP	EMP
A579	Host-associated	Animal-surface	source	EMP	EMP
A589	Host-associated	Animal-surface	source	EMP	EMP
A592	Host-associated	Animal-surface	source	EMP	EMP
A607	Host-associated	Animal-surface	source	EMP	EMP
A623	Host-associated	Animal-surface	source	EMP	EMP
A627	Host-associated	Animal-surface	source	EMP	EMP
A638	Host-associated	Animal-surface	source	EMP	EMP
A660	Host-associated	Animal-surface	source	EMP	EMP
A669	Host-associated	Animal-surface	source	EMP	EMP
A681	Host-associated	Animal-surface	source	EMP	EMP
A689	Host-associated	Animal-surface	source	EMP	EMP
A692	Host-associated	Animal-surface	source	EMP	EMP
A695	Host-associated	Animal-surface	source	EMP	EMP
A704	Host-associated	Animal-surface	source	EMP	EMP
A720	Host-associated	Animal-surface	source	EMP	EMP
A729	Host-associated	Animal-surface	source	EMP	EMP
A739	Host-associated	Animal-surface	source	EMP	EMP
A772	Host-associated	Animal-surface	source	EMP	EMP
A775	Host-associated	Animal-surface	source	EMP	EMP
A783	Host-associated	Animal-surface	source	EMP	EMP
A804	Host-associated	Animal-surface	source	EMP	EMP
A813	Host-associated	Animal-surface	source	EMP	EMP
A814	Host-associated	Animal-surface	source	EMP	EMP
A817	Host-associated	Animal-surface	source	EMP	EMP
A822	Host-associated	Animal-surface	source	EMP	EMP
A825	Host-associated	Animal-surface	source	EMP	EMP
A828	Host-associated	Animal-surface	source	EMP	EMP
A850	Host-associated	Animal-surface	source	EMP	EMP
A861	Host-associated	Animal-surface	source	EMP	EMP
A867	Host-associated	Animal-surface	source	EMP	EMP
A871	Host-associated	Animal-surface	source	EMP	EMP
A889	Host-associated	Animal-surface	source	EMP	EMP
A893	Host-associated	Animal-surface	source	EMP	EMP
A909	Host-associated	Animal-surface	source	EMP	EMP
A914	Host-associated	Animal-surface	source	EMP	EMP
A919	Host-associated	Animal-surface	source	EMP	EMP
A932	Host-associated	Animal-surface	source	EMP	EMP
A937	Host-associated	Animal-surface	source	EMP	EMP
A946	Host-associated	Animal-surface	source	EMP	EMP
A947	Host-associated	Animal-surface	source	EMP	EMP
A977	Host-associated	Animal-surface	source	EMP	EMP
A1009	Host-associated	Animal-surface	source	EMP	EMP
A1025	Host-associated	Animal-surface	source	EMP	EMP
A1038	Host-associated	Animal-surface	source	EMP	EMP
A1045	Host-associated	Animal-surface	source	EMP	EMP
A1056	Host-associated	Animal-surface	source	EMP	EMP
A1064	Host-associated	Animal-surface	source	EMP	EMP
A1083	Host-associated	Animal-surface	source	EMP	EMP
A1110	Host-associated	Animal-surface	source	EMP	EMP
A1132	Host-associated	Animal-surface	source	EMP	EMP
A1141	Host-associated	Animal-surface	source	EMP	EMP
A1142	Host-associated	Animal-surface	source	EMP	EMP
A1144	Host-associated	Animal-surface	source	EMP	EMP
A1155	Host-associated	Animal-surface	source	EMP	EMP
A1162	Host-associated	Animal-surface	source	EMP	EMP
A1171	Host-associated	Animal-surface	source	EMP	EMP
A1174	Host-associated	Animal-surface	source	EMP	EMP
A1183	Host-associated	Animal-surface	source	EMP	EMP
A1193	Host-associated	Animal-surface	source	EMP	EMP
A1201	Host-associated	Animal-surface	source	EMP	EMP
A1205	Host-associated	Animal-surface	source	EMP	EMP
A1206	Host-associated	Animal-surface	source	EMP	EMP
A1214	Host-associated	Animal-surface	source	EMP	EMP
A1232	Host-associated	Animal-surface	source	EMP	EMP
A1262	Host-associated	Animal-surface	source	EMP	EMP
A1266	Host-associated	Animal-surface	source	EMP	EMP
A1295	Host-associated	Animal-surface	source	EMP	EMP
A1319	Host-associated	Animal-surface	source	EMP	EMP
A1334	Host-associated	Animal-surface	source	EMP	EMP
A1350	Host-associated	Animal-surface	source	EMP	EMP
A1354	Host-associated	Animal-surface	source	EMP	EMP
A1357	Host-associated	Animal-surface	source	EMP	EMP
A1365	Host-associated	Animal-surface	source	EMP	EMP
A1385	Host-associated	Animal-surface	source	EMP	EMP
A1388	Host-associated	Animal-surface	source	EMP	EMP
A1392	Host-associated	Animal-surface	source	EMP	EMP
A1408	Host-associated	Animal-surface	source	EMP	EMP
A1411	Host-associated	Animal-surface	source	EMP	EMP
A1419	Host-associated	Animal-surface	source	EMP	EMP
A1423	Host-associated	Animal-surface	source	EMP	EMP
A1429	Host-associated	Animal-surface	source	EMP	EMP
A1434	Host-associated	Animal-surface	source	EMP	EMP
A1439	Host-associated	Animal-surface	source	EMP	EMP
A1447	Host-associated	Animal-surface	source	EMP	EMP
A1448	Host-associated	Animal-surface	source	EMP	EMP
A1465	Host-associated	Animal-surface	source	EMP	EMP
A1483	Host-associated	Animal-surface	source	EMP	EMP
A1486	Host-associated	Animal-surface	source	EMP	EMP
A1499	Host-associated	Animal-surface	source	EMP	EMP
A1501	Host-associated	Animal-surface	source	EMP	EMP
A1507	Host-associated	Animal-surface	source	EMP	EMP
A1510	Host-associated	Animal-surface	source	EMP	EMP
A1521	Host-associated	Animal-surface	source	EMP	EMP
A1543	Host-associated	Animal-surface	source	EMP	EMP
A1550	Host-associated	Animal-surface	source	EMP	EMP
A1583	Host-associated	Animal-surface	source	EMP	EMP
A1588	Host-associated	Animal-surface	source	EMP	EMP
A1589	Host-associated	Animal-surface	source	EMP	EMP
A1593	Host-associated	Animal-surface	source	EMP	EMP
A1603	Host-associated	Animal-surface	source	EMP	EMP
A1620	Host-associated	Animal-surface	source	EMP	EMP
A1623	Host-associated	Animal-surface	source	EMP	EMP
A1632	Host-associated	Animal-surface	source	EMP	EMP
A1637	Host-associated	Animal-surface	source	EMP	EMP
A1639	Host-associated	Animal-surface	source	EMP	EMP
A1640	Host-associated	Animal-surface	source	EMP	EMP
A1648	Host-associated	Animal-surface	source	EMP	EMP
A1658	Host-associated	Animal-surface	source	EMP	EMP
A1681	Host-associated	Animal-surface	source	EMP	EMP
A1720	Host-associated	Animal-surface	source	EMP	EMP
A1721	Host-associated	Animal-surface	source	EMP	EMP
A1734	Host-associated	Animal-surface	source	EMP	EMP
A1737	Host-associated	Animal-surface	source	EMP	EMP
A1739	Host-associated	Animal-surface	source	EMP	EMP
A1751	Host-associated	Animal-surface	source	EMP	EMP
A1783	Host-associated	Animal-surface	source	EMP	EMP
A1787	Host-associated	Animal-surface	source	EMP	EMP
A1790	Host-associated	Animal-surface	source	EMP	EMP
A1796	Host-associated	Animal-surface	source	EMP	EMP
A1799	Host-associated	Animal-surface	source	EMP	EMP
A1818	Host-associated	Animal-surface	source	EMP	EMP
A1833	Host-associated	Animal-surface	source	EMP	EMP
A1838	Host-associated	Animal-surface	source	EMP	EMP
A1856	Host-associated	Animal-surface	source	EMP	EMP
A1858	Host-associated	Animal-surface	source	EMP	EMP
A1869	Host-associated	Animal-surface	source	EMP	EMP
A1877	Host-associated	Animal-surface	source	EMP	EMP
A1882	Host-associated	Animal-surface	source	EMP	EMP
A1895	Host-associated	Animal-surface	source	EMP	EMP
A1899	Host-associated	Animal-surface	source	EMP	EMP
A1909	Host-associated	Animal-surface	source	EMP	EMP
A1939	Host-associated	Animal-surface	source	EMP	EMP
A1945	Host-associated	Animal-surface	source	EMP	EMP
A1961	Host-associated	Animal-surface	source	EMP	EMP
A1964	Host-associated	Animal-surface	source	EMP	EMP
A1970	Host-associated	Animal-surface	source	EMP	EMP
A1976	Host-associated	Animal-surface	source	EMP	EMP
A1997	Host-associated	Animal-surface	source	EMP	EMP
A2002	Host-associated	Animal-surface	source	EMP	EMP
A2027	Host-associated	Animal-surface	source	EMP	EMP
A2028	Host-associated	Animal-surface	source	EMP	EMP
A2052	Host-associated	Animal-surface	source	EMP	EMP
A2061	Host-associated	Animal-surface	source	EMP	EMP
A2069	Host-associated	Animal-surface	source	EMP	EMP
A2074	Host-associated	Animal-surface	source	EMP	EMP
A2076	Host-associated	Animal-surface	source	EMP	EMP
A2077	Host-associated	Animal-surface	source	EMP	EMP
A2089	Host-associated	Animal-surface	source	EMP	EMP
A2093	Host-associated	Animal-surface	source	EMP	EMP
A2117	Host-associated	Animal-surface	source	EMP	EMP
A2125	Host-associated	Animal-surface	source	EMP	EMP
A2134	Host-associated	Animal-surface	source	EMP	EMP
A2142	Host-associated	Animal-surface	source	EMP	EMP
A2155	Host-associated	Animal-surface	source	EMP	EMP
A2168	Host-associated	Animal-surface	source	EMP	EMP
A2171	Host-associated	Animal-surface	source	EMP	EMP
A2180	Host-associated	Animal-surface	source	EMP	EMP
A2181	Host-associated	Animal-surface	source	EMP	EMP
A2189	Host-associated	Animal-surface	source	EMP	EMP
A2203	Host-associated	Animal-surface	source	EMP	EMP
A2228	Host-associated	Animal-surface	source	EMP	EMP
A2235	Host-associated	Animal-surface	source	EMP	EMP
A2248	Host-associated	Animal-surface	source	EMP	EMP
A2251	Host-associated	Animal-surface	source	EMP	EMP
A2255	Host-associated	Animal-surface	source	EMP	EMP
A2257	Host-associated	Animal-surface	source	EMP	EMP
A2259	Host-associated	Animal-surface	source	EMP	EMP
A2261	Host-associated	Animal-surface	source	EMP	EMP
A2265	Host-associated	Animal-surface	source	EMP	EMP
A2269	Host-associated	Animal-surface	source	EMP	EMP
A2270	Host-associated	Animal-surface	source	EMP	EMP
A2278	Host-associated	Animal-surface	source	EMP	EMP
A2303	Host-associated	Animal-surface	source	EMP	EMP
A2321	Host-associated	Animal-surface	source	EMP	EMP
A2330	Host-associated	Animal-surface	source	EMP	EMP
A2332	Host-associated	Animal-surface	source	EMP	EMP
A2344	Host-associated	Animal-surface	source	EMP	EMP
A2346	Host-associated	Animal-surface	source	EMP	EMP
A2351	Host-associated	Animal-surface	source	EMP	EMP
A2357	Host-associated	Animal-surface	source	EMP	EMP
A2382	Host-associated	Animal-surface	source	EMP	EMP
A2389	Host-associated	Animal-surface	source	EMP	EMP
A2396	Host-associated	Animal-surface	source	EMP	EMP
A2401	Host-associated	Animal-surface	source	EMP	EMP
A2406	Host-associated	Animal-surface	source	EMP	EMP
A2407	Host-associated	Animal-surface	source	EMP	EMP
A2420	Host-associated	Animal-surface	source	EMP	EMP
A2442	Host-associated	Animal-surface	source	EMP	EMP
A2448	Host-associated	Animal-surface	source	EMP	EMP
A2455	Host-associated	Animal-surface	source	EMP	EMP
A2499	Host-associated	Animal-surface	source	EMP	EMP
A2513	Host-associated	Animal-surface	source	EMP	EMP
A2514	Host-associated	Animal-surface	source	EMP	EMP
A2551	Host-associated	Animal-surface	source	EMP	EMP
A2567	Host-associated	Animal-surface	source	EMP	EMP
A2568	Host-associated	Animal-surface	source	EMP	EMP
A2576	Host-associated	Animal-surface	source	EMP	EMP
A2578	Host-associated	Animal-surface	source	EMP	EMP
A2585	Host-associated	Animal-surface	source	EMP	EMP
A2589	Host-associated	Animal-surface	source	EMP	EMP
A2590	Host-associated	Animal-surface	source	EMP	EMP
A2603	Host-associated	Animal-surface	source	EMP	EMP
A2609	Host-associated	Animal-surface	source	EMP	EMP
A2623	Host-associated	Animal-surface	source	EMP	EMP
A2642	Host-associated	Animal-surface	source	EMP	EMP
A2654	Host-associated	Animal-surface	source	EMP	EMP
A2655	Host-associated	Animal-surface	source	EMP	EMP
A2657	Host-associated	Animal-surface	source	EMP	EMP
A2658	Host-associated	Animal-surface	source	EMP	EMP
A2677	Host-associated	Animal-surface	source	EMP	EMP
A2679	Host-associated	Animal-surface	source	EMP	EMP
A2685	Host-associated	Animal-surface	source	EMP	EMP
A2691	Host-associated	Animal-surface	source	EMP	EMP
A2697	Host-associated	Animal-surface	source	EMP	EMP
A2734	Host-associated	Animal-surface	source	EMP	EMP
A2751	Host-associated	Animal-surface	source	EMP	EMP
A2760	Host-associated	Animal-surface	source	EMP	EMP
A2766	Host-associated	Animal-surface	source	EMP	EMP
A2771	Host-associated	Animal-surface	source	EMP	EMP
A2784	Host-associated	Animal-surface	source	EMP	EMP
A2787	Host-associated	Animal-surface	source	EMP	EMP
A2802	Host-associated	Animal-surface	source	EMP	EMP
A2806	Host-associated	Animal-surface	source	EMP	EMP
A2820	Host-associated	Animal-surface	source	EMP	EMP
A2829	Host-associated	Animal-surface	source	EMP	EMP
A2841	Host-associated	Animal-surface	source	EMP	EMP
A2843	Host-associated	Animal-surface	source	EMP	EMP
A2862	Host-associated	Animal-surface	source	EMP	EMP
A2866	Host-associated	Animal-surface	source	EMP	EMP
A2867	Host-associated	Animal-surface	source	EMP	EMP
A2872	Host-associated	Animal-surface	source	EMP	EMP
A2888	Host-associated	Animal-surface	source	EMP	EMP
A2909	Host-associated	Animal-surface	source	EMP	EMP
A2931	Host-associated	Animal-surface	source	EMP	EMP
A2943	Host-associated	Animal-surface	source	EMP	EMP
A2982	Host-associated	Animal-surface	source	EMP	EMP
A3005	Host-associated	Animal-surface	source	EMP	EMP
A3023	Host-associated	Animal-surface	source	EMP	EMP
A3030	Host-associated	Animal-surface	source	EMP	EMP
A3059	Host-associated	Animal-surface	source	EMP	EMP
A3061	Host-associated	Animal-surface	source	EMP	EMP
A3062	Host-associated	Animal-surface	source	EMP	EMP
A3068	Host-associated	Animal-surface	source	EMP	EMP
A3069	Host-associated	Animal-surface	source	EMP	EMP
A3072	Host-associated	Animal-surface	source	EMP	EMP
A3086	Host-associated	Animal-surface	source	EMP	EMP
A3087	Host-associated	Animal-surface	source	EMP	EMP
A3095	Host-associated	Animal-surface	source	EMP	EMP
A3100	Host-associated	Animal-surface	source	EMP	EMP
A3108	Host-associated	Animal-surface	source	EMP	EMP
A3125	Host-associated	Animal-surface	source	EMP	EMP
A3135	Host-associated	Animal-surface	source	EMP	EMP
A3173	Host-associated	Animal-surface	source	EMP	EMP
A3179	Host-associated	Animal-surface	source	EMP	EMP
A3186	Host-associated	Animal-surface	source	EMP	EMP
A3209	Host-associated	Animal-surface	source	EMP	EMP
A3212	Host-associated	Animal-surface	source	EMP	EMP
A3214	Host-associated	Animal-surface	source	EMP	EMP
A3235	Host-associated	Animal-surface	source	EMP	EMP
A3242	Host-associated	Animal-surface	source	EMP	EMP
A3256	Host-associated	Animal-surface	source	EMP	EMP
A3272	Host-associated	Animal-surface	source	EMP	EMP
A3291	Host-associated	Animal-surface	source	EMP	EMP
A3293	Host-associated	Animal-surface	source	EMP	EMP
A3310	Host-associated	Animal-surface	source	EMP	EMP
A3319	Host-associated	Animal-surface	source	EMP	EMP
A3327	Host-associated	Animal-surface	source	EMP	EMP
A3341	Host-associated	Animal-surface	source	EMP	EMP
A3358	Host-associated	Animal-surface	source	EMP	EMP
A3360	Host-associated	Animal-surface	source	EMP	EMP
A3365	Host-associated	Animal-surface	source	EMP	EMP
A3368	Host-associated	Animal-surface	source	EMP	EMP
A3370	Host-associated	Animal-surface	source	EMP	EMP
A3374	Host-associated	Animal-surface	source	EMP	EMP
A3405	Host-associated	Animal-surface	source	EMP	EMP
A3415	Host-associated	Animal-surface	source	EMP	EMP
A3418	Host-associated	Animal-surface	source	EMP	EMP
A3430	Host-associated	Animal-surface	source	EMP	EMP
A3436	Host-associated	Animal-surface	source	EMP	EMP
A3458	Host-associated	Animal-surface	source	EMP	EMP
A3468	Host-associated	Animal-surface	source	EMP	EMP
A3472	Host-associated	Animal-surface	source	EMP	EMP
A3484	Host-associated	Animal-surface	source	EMP	EMP
A3506	Host-associated	Animal-surface	source	EMP	EMP
A3517	Host-associated	Animal-surface	source	EMP	EMP
A3521	Host-associated	Animal-surface	source	EMP	EMP
A3528	Host-associated	Animal-surface	source	EMP	EMP
A3531	Host-associated	Animal-surface	source	EMP	EMP
A3551	Host-associated	Animal-surface	source	EMP	EMP
A3552	Host-associated	Animal-surface	source	EMP	EMP
A3555	Host-associated	Animal-surface	source	EMP	EMP
A3559	Host-associated	Animal-surface	source	EMP	EMP
A3565	Host-associated	Animal-surface	source	EMP	EMP
A3567	Host-associated	Animal-surface	source	EMP	EMP
